1667292862646,-0.32441434,0.5327099,9.852738
1667292862648,-0.30526072,0.5327099,9.852738
1667292862649,-0.30047232,0.51834464,9.87668
1667292862649,-0.31004912,0.51834464,9.900622
1667292862651,-0.31004912,0.5279215,9.87668
1667292862654,-0.30047232,0.5279215,9.84795
1667292862655,-0.30526072,0.5231331,9.852738
1667292862657,-0.31004912,0.5374983,9.87668
1667292862658,-0.3196259,0.5327099,9.871892
1667292862661,-0.29568392,0.5566519,9.891046
1667292862665,-0.31483752,0.5374983,9.87668
1667292862665,-0.30047232,0.5422867,9.886257
1667292862666,-0.30047232,0.5327099,9.862315
1667292862668,-0.3196259,0.5327099,9.857527
1667292862673,-0.30047232,0.5279215,9.886257
1667292862674,-0.3196259,0.51355624,9.857527
1667292862675,-0.31004912,0.5422867,9.881469
1667292862676,-0.31004912,0.5422867,9.857527
1667292862679,-0.30526072,0.5566519,9.871892
1667292862680,-0.30526072,0.5518635,9.881469
1667292862682,-0.31483752,0.5374983,9.862315
1667292862684,-0.3196259,0.50397944,9.84795
1667292862689,-0.30526072,0.5374983,9.867104
1667292862690,-0.30047232,0.5327099,9.871892
1667292862691,-0.30526072,0.5327099,9.871892
1667292862692,-0.32441434,0.5231331,9.867104
1667292862699,-0.30047232,0.5470751,9.886257
1667292862700,-0.32441434,0.5374983,9.87668
1667292862701,-0.29568392,0.5231331,9.862315
1667292862702,-0.3196259,0.5327099,9.87668
1667292862702,-0.3196259,0.50397944,9.87668
1667292862706,-0.3196259,0.5327099,9.87668
1667292862707,-0.30047232,0.5327099,9.891046
1667292862708,-0.31004912,0.5327099,9.886257
1667292862710,-0.31483752,0.5422867,9.867104
1667292862714,-0.30047232,0.5279215,9.84795
1667292862715,-0.30526072,0.5327099,9.857527
1667292862717,-0.30526072,0.5422867,9.843162
1667292862718,-0.31004912,0.5374983,9.871892
1667292862723,-0.31004912,0.5327099,9.881469
1667292862724,-0.3196259,0.5374983,9.886257
1667292862725,-0.31483752,0.5327099,9.900622
1667292862726,-0.30047232,0.5470751,9.852738
1667292862731,-0.31483752,0.5231331,9.862315
1667292862732,-0.31004912,0.5327099,9.843162
1667292862732,-0.3196259,0.5279215,9.881469
1667292862734,-0.30526072,0.5327099,9.881469
1667292862739,-0.3196259,0.5374983,9.871892
1667292862740,-0.31483752,0.5470751,9.867104
1667292862741,-0.33399114,0.5374983,9.843162
1667292862742,-0.3196259,0.5231331,9.857527
1667292862748,-0.3196259,0.5374983,9.891046
1667292862749,-0.32920274,0.5231331,9.895834
1667292862750,-0.30526072,0.5422867,9.867104
1667292862750,-0.31004912,0.5279215,9.87668
1667292862752,-0.3196259,0.5327099,9.867104
1667292862756,-0.30047232,0.5470751,9.867104
1667292862757,-0.32441434,0.5327099,9.862315
1667292862758,-0.30526072,0.5231331,9.862315
1667292862760,-0.30526072,0.5518635,9.895834
1667292862764,-0.29568392,0.51834464,9.862315
1667292862765,-0.30526072,0.5374983,9.852738
1667292862766,-0.30526072,0.5327099,9.84795
1667292862768,-0.30526072,0.5327099,9.881469
1667292862774,-0.30047232,0.5374983,9.886257
1667292862775,-0.31483752,0.5374983,9.867104
1667292862776,-0.31483752,0.5422867,9.857527
1667292862777,-0.2908955,0.5231331,9.857527
1667292862781,-0.33399114,0.5374983,9.862315
